feature	r2_score	cell_count_coef	Null_coef	WT_coef
Cytoplasm_AreaShape_Area	0.11262062158615249	-0.0016347954225055287	-0.0541775371348783	0.05417753713487831
Cytoplasm_AreaShape_BoundingBoxArea	0.11008421089845921	-0.0015245535840780569	-0.06968398434333391	0.06968398434333392
Cytoplasm_AreaShape_BoundingBoxMaximum_X	0.0013151204434465047	-0.00011515985620890353	-0.026477470400151325	0.02647747040015132
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	0.004165718587281542	-0.00031633072612842223	-0.007265557016144014	0.007265557016144014
Cytoplasm_AreaShape_BoundingBoxMinimum_X	0.0015356752591166867	0.00018960222115813448	-0.011659706690295469	0.01165970669029547
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	0.0011255330050730095	0.00015039416254240684	0.012801451275025601	-0.012801451275025601
Cytoplasm_AreaShape_Center_X	0.0004267768959930196	4.085651913209929e-05	-0.019506626745211655	0.019506626745211655
Cytoplasm_AreaShape_Center_Y	0.0002712608917829762	-8.192262064736081e-05	0.0023071900651045903	-0.0023071900651045903
Cytoplasm_AreaShape_Compactness	0.11736925957597977	0.0017125070703770556	-0.05812994477322385	0.05812994477322385
Cytoplasm_AreaShape_ConvexArea	0.09099207538886755	-0.00141101662714651	-0.06484072963055537	0.06484072963055537
Cytoplasm_AreaShape_Eccentricity	0.009910952005953488	-0.0004935927708771496	-0.007123317093782453	0.007123317093782454
Cytoplasm_AreaShape_EquivalentDiameter	0.11330086447289289	-0.0016102011862070898	-0.049887167621136735	0.049887167621136735
Cytoplasm_AreaShape_EulerNumber	0.0019204547357450918	0.00024010177147541087	-0.024584203569915107	0.024584203569915107
Cytoplasm_AreaShape_Extent	0.005410261516353487	-0.000286757126761343	0.04835001611583216	-0.048350016115832166
Cytoplasm_AreaShape_FormFactor	0.13426277903401962	-0.001836985607550302	0.08818778435834525	-0.08818778435834525
Cytoplasm_AreaShape_MajorAxisLength	0.09216396890846712	-0.0013905298927096065	-0.05271350875275778	0.05271350875275778
