feature	r2_score	cell_count_coef	Null_coef	WT_coef
Cytoplasm_AreaShape_Area	0.002056504428689876	-0.0005390583458559066	0.0628597427456946	-0.06285974274569461
Cytoplasm_AreaShape_BoundingBoxArea	0.0006710946923504935	-0.0006133795521297262	0.026911852424988558	-0.026911852424988565
Cytoplasm_AreaShape_BoundingBoxMaximum_X	0.00041344483842653545	0.0008297067185351685	0.015602868919849012	-0.015602868919849015
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	3.815922389804882e-05	8.772122688703455e-05	-0.008223157151338747	0.00822315715133875
Cytoplasm_AreaShape_BoundingBoxMinimum_X	0.0007105602369117392	0.0011091662325174011	0.011685999631132333	-0.011685999631132338
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	5.602133535054232e-05	0.00012920168491012285	-0.009350805991900637	0.00935080599190064
Cytoplasm_AreaShape_Center_X	0.0005563878856668092	0.0009789962571122766	0.01367693039318199	-0.013676930393181993
Cytoplasm_AreaShape_Center_Y	4.571413636866861e-05	4.8372089907289225e-06	-0.010661100422045284	0.010661100422045287
Cytoplasm_AreaShape_Compactness	0.0019807270260763232	0.0015038525059415248	-0.024368744197232665	0.024368744197232672
Cytoplasm_AreaShape_ConvexArea	0.0008852934859743256	-0.00011048557119972682	0.04573787365728478	-0.045737873657284794
Cytoplasm_AreaShape_Eccentricity	0.0013705915206572161	-0.0006383179179973348	-0.06054105398724813	0.060541053987248156
Cytoplasm_AreaShape_EquivalentDiameter	0.0016269775382080631	-0.0005530391319071737	0.05418300601751112	-0.05418300601751114
Cytoplasm_AreaShape_EulerNumber	0.0005729818217196092	-0.0005484252965965867	-0.037802824809017345	0.03780282480901736
Cytoplasm_AreaShape_Extent	0.0007657300913755938	0.00018034683552002303	0.045335123340152564	-0.04533512334015258
Cytoplasm_AreaShape_FormFactor	0.0018740992670558398	-0.0015185132047786805	0.019951849433625685	-0.01995184943362569
Cytoplasm_AreaShape_MajorAxisLength	0.0004711481164350051	-0.0008657871336374874	-0.019489279312077588	0.019489279312077595
Cytoplasm_AreaShape_MaxFeretDiameter	0.0005381046356087715	-0.0009650510835439908	-0.00985013492344289	0.009850134923442892
Cytoplasm_AreaShape_MaximumRadius	0.00048588655274139914	-0.0003211873582171178	0.029137243621994373	-0.02913724362199438
Cytoplasm_AreaShape_MeanRadius	0.0016791292359737975	-0.0006198953582428738	0.05357863787176741	-0.05357863787176743
Cytoplasm_AreaShape_MedianRadius	0.0030125819912663054	-0.0008940880422817379	0.07006321352475144	-0.07006321352475145
Cytoplasm_AreaShape_MinFeretDiameter	0.0016791714895288967	0.00042498049180873717	0.06765143234682791	-0.06765143234682794
Cytoplasm_AreaShape_MinorAxisLength	0.002684544930701138	0.0001687214464069479	0.08375844808669117	-0.0837584480866912
Cytoplasm_AreaShape_Orientation	0.0005498352629013104	0.0005600714364287711	-0.024176035544071744	0.02417603554407175
Cytoplasm_AreaShape_Perimeter	0.00033341332708602955	0.0006106650743010072	0.02404943627320314	-0.024049436273203148
Cytoplasm_AreaShape_Solidity	0.0010810382739123714	-0.0010866969806786774	0.019522292245427647	-0.019522292245427654
Cytoplasm_AreaShape_Zernike_0_0	0.0018440109322215292	0.0005624908231748763	0.07089135794477659	-0.07089135794477662
Cytoplasm_AreaShape_Zernike_1_1	0.0016186196931979868	0.0002402975560887263	0.06579453597526715	-0.06579453597526717
Cytoplasm_AreaShape_Zernike_2_0	0.0001032402170946245	0.00025392881615267945	0.01571572134336144	-0.015715721343361442
Cytoplasm_AreaShape_Zernike_2_2	0.000229404082186635	-0.0004141308699542876	0.013469737259509371	-0.013469737259509377
Cytoplasm_AreaShape_Zernike_3_1	0.002482346486892828	0.0012498689453443919	0.0769793487918439	-0.07697934879184393
Cytoplasm_AreaShape_Zernike_3_3	0.00039996822988863645	0.0003988865891588938	0.032279626587752054	-0.03227962658775206
Cytoplasm_AreaShape_Zernike_4_0	0.00023976830643790414	-1.6226522657638516e-05	0.02435419974242723	-0.02435419974242724
Cytoplasm_AreaShape_Zernike_4_2	0.00042967967156848363	-0.0005310222421610927	-0.031827671624931074	0.03182767162493108
Cytoplasm_AreaShape_Zernike_4_4	0.00024334695780359183	9.318291628156531e-05	0.025511226393032223	-0.025511226393032233
Cytoplasm_AreaShape_Zernike_5_1	0.0015054659938449344	0.0008780166617337728	0.061426004894756955	-0.06142600489475698
