feature	r2_score	cell_count_coef	Null_coef	WT_coef	Plate_3_coef	Plate_3_prime_coef	Plate_5_coef
Cytoplasm_AreaShape_Area	0.07659588854340105	-0.0017308270042763712	-0.03643503878930371	0.03643503878930365	0.35019401142047074	-0.06879098808054351	-0.2814030233399261
Cytoplasm_AreaShape_BoundingBoxArea	0.07631620257203098	-0.001627956717618766	-0.05232973227308463	0.052329732273084656	0.32051999909644957	-0.07465521406299744	-0.24586478503345116
Cytoplasm_AreaShape_BoundingBoxMaximum_X	0.0008045349874136187	-0.00014703214033872188	-0.014859460826246566	0.01485946082624658	0.03482014014424385	-0.014360499115784905	-0.020459641028458847
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	0.002923930138499231	-0.00033266817528218476	-0.0037574362665507843	0.003757436266550766	0.07591666758353095	-0.016993884964251797	-0.0589227826192789
Cytoplasm_AreaShape_BoundingBoxMinimum_X	0.0008459077311836483	0.00018548223231762257	-0.003690171008393431	0.0036901710083934495	-0.03305397432808691	0.001484524297962463	0.031569450030124346
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	0.0009468732862086826	0.00017559189505665364	0.013436158074708012	-0.013436158074708028	-0.023610082614330077	0.00503211164568047	0.018577970968649545
Cytoplasm_AreaShape_Center_X	0.00011798824884812209	2.2920129823306277e-05	-0.009656765651627238	0.00965676565162726	0.00046562326587510153	-0.006749258823565227	0.006283635557690121
Cytoplasm_AreaShape_Center_Y	0.0002741642151037338	-7.670087797594139e-05	0.005020594368136726	-0.005020594368136747	0.026035203316180915	-0.0054822838834233485	-0.02055291943275747
Cytoplasm_AreaShape_Compactness	0.08179247246793653	0.0017850095777152309	-0.08741879379183787	0.0874187937918381	-0.30530746119543084	0.11609233619736525	0.18921512499806442
Cytoplasm_AreaShape_ConvexArea	0.0652224311492754	-0.0015106071619399965	-0.048954753861189415	0.04895475386118947	0.3089966543398313	-0.06293268932454008	-0.2460639650152903
Cytoplasm_AreaShape_Eccentricity	0.006205037943493252	-0.00050353976349921	-0.013252085117303497	0.0132520851173035	0.07783781821398111	-0.03333078600461155	-0.044507032209369295
Cytoplasm_AreaShape_EquivalentDiameter	0.07568587451863606	-0.0017049049044210686	-0.03470003563873025	0.03470003563873025	0.34709590785501254	-0.06798504478951622	-0.27911086306549526
Cytoplasm_AreaShape_EulerNumber	0.0010274485612185025	0.0002156734561933846	-0.006712998846218406	0.006712998846218433	-0.04311196835785648	0.013552785625620121	0.029559182732236206
Cytoplasm_AreaShape_Extent	0.0039191113612288	-0.0002515986273926545	0.045437701524397356	-0.04543770152439748	0.06471667133029921	-0.011072735188236229	-0.05364393614206272
Cytoplasm_AreaShape_FormFactor	0.0939563753528877	-0.0019010813845434698	0.11253381843653898	-0.11253381843653934	0.338612385571308	-0.10770108538942538	-0.23091130018188133
Cytoplasm_AreaShape_MajorAxisLength	0.06100658290723582	-0.0014743670104146532	-0.03727083763990491	0.0372708376399049	0.28266550940653346	-0.06948164164141477	-0.2131838677651178
Cytoplasm_AreaShape_MaxFeretDiameter	0.08257503408055344	-0.0017237089387452788	-0.06223710195230442	0.06223710195230438	0.334971188305376	-0.08784421118707647	-0.24712697711829845
Cytoplasm_AreaShape_MaximumRadius	0.09522479372798132	-0.0019417976669573026	0.0248148734603178	-0.024814873460318004	0.38967306646237226	-0.09573769884346792	-0.293935367618903
Cytoplasm_AreaShape_MeanRadius	0.11210676885138904	-0.0021184951473515855	0.037801925290741	-0.0378019252907411	0.4179091292533856	-0.10644330038934594	-0.3114658288640382
Cytoplasm_AreaShape_MedianRadius	0.11378148608542549	-0.0021551893283952486	0.034983886851902235	-0.03498388685190244	0.4209669277565542	-0.10664099506700003	-0.3143259326895527
Cytoplasm_AreaShape_MinFeretDiameter	0.028652367292131387	-0.0010085990195381803	-0.023896225653945613	0.023896225653945592	0.2217936905409446	-0.03469398347231284	-0.18709970706863108
Cytoplasm_AreaShape_MinorAxisLength	0.017454042664169167	-0.0007578098178605191	-0.025555598406112767	0.025555598406112753	0.1753952984609865	-0.01720807794163358	-0.1581872205193524
Cytoplasm_AreaShape_Orientation	0.0015059407857987983	3.3628071130957775e-06	0.03895119549026199	-0.038951195490262075	-0.002625880551997431	0.005060101351007805	-0.002434220799010338
Cytoplasm_AreaShape_Perimeter	0.0120794476203393	-0.0001906262670864204	-0.08951625145870765	0.08951625145870777	0.07701830429561464	0.0147982423892468	-0.09181654668486135
Cytoplasm_AreaShape_Solidity	0.023463246456301268	-0.0009329650737123406	0.03875057209627261	-0.038750572096272744	0.18088752249074921	-0.052231187533163116	-0.1286563349575854
Cytoplasm_AreaShape_Zernike_0_0	0.004148096313432048	0.0001908017697695253	0.05372951193197302	-0.053729511931973124	-0.01478414330841496	0.021380615960173023	-0.006596472651758074
Cytoplasm_AreaShape_Zernike_1_1	0.003123789845931868	-0.0001558089719206124	0.04995504542068748	-0.049955045420687585	0.04120431959320032	-0.00941642253916183	-0.03178789705403828
Cytoplasm_AreaShape_Zernike_2_0	0.006227734003439456	-0.00046577421712681996	-0.011371957694745971	0.011371957694745962	0.10835555958449873	-0.024015408780789962	-0.08434015080370844
Cytoplasm_AreaShape_Zernike_2_2	0.006882845255438141	2.1271845310807954e-05	0.08305316077676873	-0.0830531607767689	-0.008195143871310581	0.013381656379444145	-0.005186512508133491
Cytoplasm_AreaShape_Zernike_3_1	0.0026743463444677262	-0.0001749839509806816	0.040911937798855144	-0.04091193779885524	0.04717816467251648	-0.02842458094907982	-0.01875358372343644
Cytoplasm_AreaShape_Zernike_3_3	0.0046762224620524595	0.0001772748575896555	0.062040227151277785	-0.0620402271512779	-0.03200166407898665	0.02662731089424738	0.005374353184739208
Cytoplasm_AreaShape_Zernike_4_0	0.0009606691286251356	0.00014582433443795426	-0.02308953083984628	0.02308953083984632	-0.025211854074608225	0.0022273436033906947	0.022984510471217422
Cytoplasm_AreaShape_Zernike_4_2	0.0030399933909190935	-0.00018255917107548383	0.048433943153767416	-0.048433943153767485	0.024677265470592208	-0.003414091490730818	-0.021263173979861265
Cytoplasm_AreaShape_Zernike_4_4	0.007416135703347426	-2.038863710569312e-05	0.08618409713694895	-0.08618409713694913	-0.0050603381503406125	0.007229433055654457	-0.002169094905313751
Cytoplasm_AreaShape_Zernike_5_1	0.0022528548720645025	0.0003098238952746138	-0.0027645432514219748	0.0027645432514219986	-0.05891911697503814	0.008420385678530918	0.05049873129650703
Cytoplasm_AreaShape_Zernike_5_3	0.0019822179406283613	0.00013759719425088831	0.03811208690554752	-0.03811208690554759	-0.03186655960594845	0.016893732939176506	0.014972826666771886
Cytoplasm_AreaShape_Zernike_5_5	0.0052803538860772825	0.00020973005620080818	0.06438372296638864	-0.06438372296638874	-0.039948680044513976	0.025806809962669135	0.014141870081844764
Cytoplasm_AreaShape_Zernike_6_0	0.0028027629328306602	0.00034512316171450005	-0.013882905897438472	0.01388290589743851	-0.05336372873380556	0.018064011194059613	0.03529971753974574
Cytoplasm_AreaShape_Zernike_6_2	4.104328370857502e-05	3.835026035030882e-05	0.0018948264727042113	-0.0018948264727042113	-0.00856403480262968	0.003179998835896137	0.005384035966733514
Cytoplasm_AreaShape_Zernike_6_4	0.00249429513772359	-8.374088399068372e-05	0.048635644046401395	-0.0486356440464015	0.00799893242850179	-9.264938447117038e-05	-0.00790628304403054
Cytoplasm_AreaShape_Zernike_6_6	0.005842168024227767	5.0218391235188675e-05	0.0758789472079507	-0.07587894720795084	-0.01934230837527213	0.011216658101849773	0.008125650273422373
Cytoplasm_AreaShape_Zernike_7_1	0.0031730000291730898	0.00037083736664698594	0.0001689702912161667	-0.00016897029121614848	-0.06676504946610999	0.0272216685353941	0.039543380930715646
Cytoplasm_AreaShape_Zernike_7_3	7.472222483084767e-05	4.741082674201859e-05	0.0008672250218553015	-0.0008672250218552973	-0.006335676357173655	-0.005004452994521425	0.01134012935169507
Cytoplasm_AreaShape_Zernike_7_5	0.0017242244205979418	0.0001046957304179496	0.0368383534084261	-0.03683835340842616	-0.02920736441658462	0.020453323580501382	0.008754040836083169
Cytoplasm_AreaShape_Zernike_7_7	0.004289671072925549	0.00015026302725165084	0.06130259959340821	-0.06130259959340833	-0.02873322594287593	0.018554293269508873	0.010178932673367024
Cytoplasm_AreaShape_Zernike_8_0	0.0006014319600924356	0.00015480757060227924	0.0011840091051682454	-0.0011840091051682437	-0.02071806969719208	0.01495327762803391	0.00576479206915809
Cytoplasm_AreaShape_Zernike_8_2	3.6763915825632765e-05	-2.233685816612809e-05	-0.0011413650281495175	0.0011413650281495162	0.007303245709879148	0.002794350786903696	-0.010097596496782829
Cytoplasm_AreaShape_Zernike_8_4	1.7612171025471746e-05	-7.237748423569811e-06	-0.0003769633144896948	0.0003769633144896968	0.0026429776739244765	-0.006654613210055839	0.004011635536131381
Cytoplasm_AreaShape_Zernike_8_6	0.0012478162823178485	-4.9466892711595635e-05	0.03425079375992431	-0.034250793759924375	0.002726500553551274	-0.0026510694422236004	-7.543111132761807e-05
Cytoplasm_AreaShape_Zernike_8_8	0.003819566170152666	3.405635200718084e-05	0.06086371797395803	-0.06086371797395814	-0.01347776379246813	0.001965434143125038	0.011512329649343123
Cytoplasm_AreaShape_Zernike_9_1	0.00043140378524453293	7.204792751995934e-05	0.014795256966959637	-0.014795256966959665	-0.003758845808467916	0.011175836362909756	-0.007416990554441852
Cytoplasm_AreaShape_Zernike_9_3	0.0005269647317276416	-3.8068533810396916e-05	-0.022195869504992118	0.022195869504992156	0.011017369069094136	-0.006659037293006566	-0.004358331776087552
Cytoplasm_AreaShape_Zernike_9_5	0.00024073249882750059	-6.459718612528672e-05	0.010128669323673331	-0.01012866932367335	0.0009087866511996983	-4.927415710911367e-05	-0.0008595124940905694
Cytoplasm_AreaShape_Zernike_9_7	0.0014872983725312539	0.00014858611197784893	0.030215130922488218	-0.030215130922488263	-0.03267966364028141	0.014586004976173903	0.018093658664107427
Cytoplasm_AreaShape_Zernike_9_9	0.0036775283809528103	0.00019816933284660292	0.052529145532500765	-0.05252914553250085	-0.0356273516564835	0.015937568181893885	0.019689783474589554
Cytoplasm_Correlation_Correlation_CY5_DAPI	0.024405286038517326	-0.00024022958221466662	0.11603904371960444	-0.11603904371960469	0.041043653580475	-0.10744794346763639	0.0664042898871618
Cytoplasm_Correlation_Correlation_CY5_GFP	0.02536809737866952	-0.0009699397016753622	0.07636635736916902	-0.07636635736916922	0.1509457667875609	-0.030015476729938123	-0.12093029005762218
Cytoplasm_Correlation_Correlation_CY5_RFP	0.05669097858859029	-0.001527750186806456	0.027836721682316434	-0.02783672168231651	0.22571061745594498	-0.10482247046313889	-0.12088814699280523
Cytoplasm_Correlation_Correlation_DAPI_GFP	0.04040475938846588	-0.0011084927712381619	0.07983457715123904	-0.07983457715123925	0.2091657570689775	-0.09905787406918792	-0.11010788299978871
Cytoplasm_Correlation_Correlation_DAPI_RFP	0.05862074130790951	-0.0013948570064585787	0.08382104233779203	-0.08382104233779225	0.21092218783230132	-0.08409190559236683	-0.12683028223993364
Cytoplasm_Correlation_Correlation_GFP_RFP	0.058593161840668095	-0.0015333542767852976	0.05237014008422919	-0.05237014008422934	0.23742135586483748	-0.11243335992301601	-0.12498799594182058
Cytoplasm_Correlation_Costes_CY5_DAPI	0.0115472012892196	0.0006878201942148477	0.019384584504772207	-0.01938458450477219	-0.16891491298	0.026580764653269803	0.14233414832672966
Cytoplasm_Correlation_Costes_CY5_GFP	0.001649189661782513	0.0001510689546938535	-0.008717439161159538	0.008717439161159577	-0.034431038225128954	-0.02831943086370404	0.06275046908883292
Cytoplasm_Correlation_Costes_CY5_RFP	0.07019385127208988	-0.001642937133750352	0.1357569077784428	-0.13575690777844318	0.2366533218862153	-0.09874257337800534	-0.13791074850820895
Cytoplasm_Correlation_Costes_GFP_CY5	0.006453590757375283	-0.00047607116843953516	0.02909687191790719	-0.029096871917907274	0.056332850435243546	0.0023457816558279006	-0.05867863209107124
Cytoplasm_Correlation_Costes_GFP_DAPI	0.020494580631760684	-0.0010049588006086363	0.057108380543921755	-0.05710838054392189	0.09644450670767533	-0.005700336429736531	-0.09074417027793844
Cytoplasm_Correlation_K_CY5_GFP	0.014912654671717429	-0.00018600421032399897	0.07701898778036569	-0.07701898778036584	0.052331672279830696	-0.14069627356014103	0.08836460128031076
Cytoplasm_Correlation_K_CY5_RFP	0.007853118356278999	-0.00027514291857474695	0.009831330786803524	-0.009831330786803531	0.07952287439541886	-0.1349021190361223	0.05537924464070386
Cytoplasm_Correlation_K_DAPI_GFP	0.11579694927610096	-0.0017695751102682305	0.1823268390721544	-0.18232683907215474	0.24340560010201764	-0.14755201203309598	-0.0958535880689205
