feature	r2_score	cell_count_coef	Null_coef	WT_coef
Cytoplasm_AreaShape_Area	0.060527682586096976	-0.0022212905760269747	-0.0007906211681233135	0.0007906211681233136
Cytoplasm_AreaShape_BoundingBoxArea	0.06909382361356087	-0.002274377753602349	-0.04657644037023305	0.046576440370233056
Cytoplasm_AreaShape_BoundingBoxMaximum_X	0.0011147800904303118	-0.0003029974571710744	-0.0014379323360332909	0.0014379323360332913
Cytoplasm_AreaShape_BoundingBoxMaximum_Y	0.0031377800508620712	-0.00048950421595259	-0.0287318193720022	0.028731819372002202
Cytoplasm_AreaShape_BoundingBoxMinimum_X	0.0005666180705321544	0.00021042820862229625	0.011351329991747316	-0.01135132999174732
Cytoplasm_AreaShape_BoundingBoxMinimum_Y	0.0012382496919709496	0.00027363149646756317	-0.012434489119407637	0.012434489119407638
Cytoplasm_AreaShape_Center_X	6.138000848299185e-05	-3.628261855942915e-05	0.005968522457806276	-0.005968522457806277
Cytoplasm_AreaShape_Center_Y	0.00040280052795327315	-9.911346910275656e-05	-0.019324079512210646	0.01932407951221065
Cytoplasm_AreaShape_Compactness	0.0740405989583659	0.002361599431224816	-0.06354483708106834	0.06354483708106835
Cytoplasm_AreaShape_ConvexArea	0.056324918044968086	-0.0020713250988578526	-0.026053222031498395	0.0260532220314984
Cytoplasm_AreaShape_Eccentricity	0.007470006977608246	-0.0007011671185244534	-0.05821173799675765	0.058211737996757655
Cytoplasm_AreaShape_EquivalentDiameter	0.06044229000271706	-0.002204832927534447	-0.007916484253438157	0.007916484253438159
Cytoplasm_AreaShape_EulerNumber	0.0012602076704437692	0.00017419622250205985	0.023707716646157305	-0.02370771664615731
Cytoplasm_AreaShape_Extent	0.003821185371349234	9.010335115983422e-06	0.061248974275062096	-0.06124897427506212
Cytoplasm_AreaShape_FormFactor	0.08788776619065797	-0.00241471712217994	0.09039822881490106	-0.09039822881490107
Cytoplasm_AreaShape_MajorAxisLength	0.05666813818849192	-0.0020324320488672235	-0.048127759779020424	0.04812775977902043
Cytoplasm_AreaShape_MaxFeretDiameter	0.07397760965470157	-0.0023662991353929318	-0.07222878609909038	0.07222878609909039
Cytoplasm_AreaShape_MaximumRadius	0.0767023600874508	-0.0022812074472414122	0.05536410994397169	-0.05536410994397169
Cytoplasm_AreaShape_MeanRadius	0.09844501653735505	-0.00260124066404993	0.06434214342609294	-0.06434214342609296
Cytoplasm_AreaShape_MedianRadius	0.10111922885579772	-0.0027077529306098807	0.054229174442967876	-0.05422917444296788
Cytoplasm_AreaShape_MinFeretDiameter	0.021683058948816503	-0.0012532913042540897	0.013759381987371522	-0.013759381987371524
Cytoplasm_AreaShape_MinorAxisLength	0.012191865412259806	-0.0008974534594077511	0.027803216399141656	-0.027803216399141663
Cytoplasm_AreaShape_Orientation	0.0025413290678057976	-0.00014910001370664519	0.04418509039562432	-0.04418509039562433
Cytoplasm_AreaShape_Perimeter	0.0029734466708162266	-0.00012065116892982837	-0.05617954468597254	0.056179544685972554
Cytoplasm_AreaShape_Solidity	0.01007822153484561	-0.0007515991960379996	0.035550413761739175	-0.03555041376173918
Cytoplasm_AreaShape_Zernike_0_0	0.008959372590662262	0.0005292341740055263	0.0872893175714695	-0.08728931757146953
Cytoplasm_AreaShape_Zernike_1_1	0.002951246779625216	-0.00011078935589684422	0.05021427353097088	-0.05021427353097089
Cytoplasm_AreaShape_Zernike_2_0	0.001088508205530081	-0.00026889019068828063	0.006771342726490518	-0.00677134272649052
Cytoplasm_AreaShape_Zernike_2_2	0.006377132177858513	0.0003247851282254501	0.07908175981096263	-0.07908175981096265
Cytoplasm_AreaShape_Zernike_3_1	0.0020817511617620132	-9.812274211986181e-05	0.04203564954027834	-0.042035649540278344
Cytoplasm_AreaShape_Zernike_3_3	0.009721508111360966	0.00035470035584224413	0.09962480388369346	-0.09962480388369348
Cytoplasm_AreaShape_Zernike_4_0	0.00012054238054093336	0.00010299312189436202	0.0022223477749049596	-0.00222234777490496
Cytoplasm_AreaShape_Zernike_4_2	0.0021324172079175696	0.00019576474968292744	0.045354872256480994	-0.04535487225648101
Cytoplasm_AreaShape_Zernike_4_4	0.007670249701655418	0.0002760827580940888	0.08914913954957496	-0.08914913954957497
Cytoplasm_AreaShape_Zernike_5_1	0.0014531574119172053	0.00035669543253990426	0.008870937980870717	-0.008870937980870719
Cytoplasm_AreaShape_Zernike_5_3	0.0030923410029681797	0.0002454042164189046	0.05438390082465365	-0.05438390082465366
Cytoplasm_AreaShape_Zernike_5_5	0.012759278602634816	0.0003278838093121659	0.11623442220287764	-0.11623442220287766
Cytoplasm_AreaShape_Zernike_6_0	0.002109600597428485	0.0004181049628915464	-0.0027124696128075407	0.002712469612807541
Cytoplasm_AreaShape_Zernike_6_2	0.00028725112015559606	-0.00011294861614117194	0.009567408719453462	-0.009567408719453463
Cytoplasm_AreaShape_Zernike_6_4	0.003538614224905201	0.00014499156561537913	0.06070759397873095	-0.06070759397873096
